tweet_text,cyberbullying_type
"I was bullied in high school for the same reason as your daughter so I would like to tell her it will get better, love your hair, it makes you different and special, you're a beautiful girl and those bullies are not worth your time.",age
"Just like back in school, if you let the bullies bully you, they will continue to do so.",age
girls who bullied me in high school are time machines now and im passion,age
I read this post about how all the mean girls in middle/high school go off to college to become nurses. &amp;&amp; that did not disappoint bc the girl who bullied me throughout those years is a nurse now,age
"Cba saying girls that bullied me for 2 years in high school preaching about mental health, shut up",age
Hey dumb fuck celebs stop doing something for people for publicity on Facebook... Wtf happen to life u niggers are cowards.,ethnicity
"Fuck u bitch RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity
"@JoeBiden No Joe, YOU are the RACIST. They have so many video and audio clips of the RACIST shit you have spewed in your past, How can anyone see you as anything but a RACIST. You hate Black people just admit it. And you loves the women to touch. Just look at your own stuff!",ethnicity
when your truck looks dumb as fuck out trying to make it look worse. you ain't country. quit tryin nigger.,ethnicity
That nigger food in the cafe today was disgusting,ethnicity
Muthafuckas still EGO tripping!Fool fuck your damn ego and live life to the fullest!!! LOL at these dumb ass niggers with the bullshit!,ethnicity
"@iMADE_YouMOAN don't play dumb, I should fuck yo little white ass up you nigger. 3chainz.? Aw.",ethnicity
I WILL ONLY SAY IT ONCE! IF YOU DO NOT FEAR HAVE THE SUSPICION OF BEING CALLED A NIGGER! NIGGA! OR NEGRO AT ANY POINT IN YOUR LIFE YOU CANNOT USE THE N WORD. PERIOD. I am talking about non black people in specific!!!! White passing mixed kids are on THIN ICE.,ethnicity
@CJ_Jacobs oh look it's that dumb niggers ghost acct! Fuck you you dumb motherfucker!,ethnicity
@Otoliver @Yo_PaTnA_dEm20 this bitch is dumb talk bout "do not dew "said not sayed" nigger not nigga lol bitch fuck off,ethnicity
Try throwing ur dab in first then hitting it w the torch till it starts bubbling. I've switched becuase i hate accdmidently taking a hit one lol,ethnicity
This is not judgment. But how did no one know this. I remember being on early YouTube and seeing him doing black face and saying Nigger. I remember seeing compilation of Shane Dawson doing disgusting stuff. That’s why I was confused why he was YouTube’s darling.,ethnicity
"If you are of African decent, I don’t give a fuck if you change your name is Steve, have good credit, and discredit ALL black culture. YOU ARE STILL A NIGGER IN THIS COUNTRY. LIKE FUCKING CUT THE BULLSHIT. YOU LOOK DUMB AS HELL AND THEY STILL DONT GIVE A FUCK ABOUT YOU!",ethnicity
FYI the phrase is "out your RABID mind" dumb fucks smh niggers these days *walks off*,ethnicity
"@AndersonYDG you hypocrite nigger, you're stupid and you saying that makes you look like the dumb piece of shit imbred fuck you are ppzpzpzp",ethnicity
Imma assume you hacked. “@TheWhiteEmoji: Fuck Michael Brown he was just a dumb ass nigger lol”,ethnicity
"fuck u u faggot ass nigger, im goin to go kill my self now.. better off dead than have some dumb fuck run my future. #fuckunobama",ethnicity
"@D_Paid: @Twin_Thing_Two: Y'all see this though right!? RT -------&gt; ""@tayyoung_: FUCK OBAMA, dumb ass nigger"""" bitch Fuck u""EAT A DICK !!",ethnicity
"@Shelly_Smyth BITCH , sound dumb af ! us NIGGERS will beat the fuck out of you !",ethnicity
"You a racist ass bitch and dat same dumb ass nigger still leading this country. So fuck youuu bih@tayyoung_: FUCK OBAMA, dumb ass nigger""",ethnicity
fuck em.... opioid this opioid that we woulda been a nigger junkie! too bad he’d have to die to realize that I’m sick of his smart dumb ass enlightening the rest of these self hating idiots who believe that bullshit,ethnicity
"Historians James McPherson & Barbara Fields discuss Racism, Slavery &amp; U.S. Colored Troops during Civil War: http://cs.pn/10aaJEB at 6pm ET",ethnicity
@RealCandaceO2 Yes Racism still exists But that doesn't mean everybody here is out to get u or hurt u! Take off ur Race colored Glasses and,ethnicity
@TFawls12 fuck you dumb nigger,ethnicity
@myVeeJay56 @CharlesMBlow Get Da Fuck Outta Here You Dumb Ass Nigger Bitch! How bout when Nigger Bitches Stop Telling their Boys That"They,ethnicity
man fuck that im bout to unfollow that dumb ass niggER @itsGQ,ethnicity
"i hate how you niggers keep saying brown skin girl is only for dark skin people. shut up, please. hard r because y’all are acting ignorant as fuck. you all sound dumb.",ethnicity
"mannnn fuck these bitch ass niggers how ya'll doin im lil tunechii, imma nuisance, i go stupid, i go dumb like the three stooges.",ethnicity
boy this world is ful of surprises... left niggers for this shit... damn dt ws dumb as fuck...,ethnicity
Then we have Ngozi Onwurah’s Coffee Colored Children (1988) a moving experimental doc. that explores the painful memories the director &amp; her brother share from experiencing racism in the U.K. as children and how their white mother was unable to help them navigate those encounters,ethnicity
@ch4itea @fuck_sam_ i def dont want ur nasty ass nigger vagina like at all ur a dumb bitch gtfo,ethnicity
"You wear camo overalls with no shoes, fuck your sister, and eat raw deer meat... RT @Walken4GOP: Niggers are dumb.",ethnicity
@supadupasai I live in Seattle born in MO We R progressive here but my hick dumb fuck relatives in MO still refer to parts as "nigger town",ethnicity
"Process of illumination, Nimrod, was a Hammite a so called African, it says you are of your father’s seed, not your mother, it says, hair as white as WOOL, some negro’s have white fathers, they are Not Negro, they are white men seed. We know of our enemies.",ethnicity
"Black ugly bitches are jealous of sexy white girls. Black bitches know black guys love sex with white girls more than sex with black ugly hoes. Dont be jealous niggers, sex with black hoes is disgusting. Feel like punching black hoes in their fat lip faces",ethnicity
A Novel about a Colored Lieutenant's Fervent Efforts to Withstand the Hostilities of Racism in the U.S. Army https://ift.tt/3c1lFkk,ethnicity
"@tayyoung_: FUCK OBAMA, dumb ass nigger You mad.? , cause aint nobody give a FUCK.! :D",ethnicity
Good luck. I’ve contacted TfL about a number of things over the past 2 years and not heard anything back. Emails go into a black hole,ethnicity
@asvp_piedrita your dumb ass fuck didn't that nigger fucked you in the ally ?,ethnicity
"I read a YouTube comment regarding Trayvon that pissed me the fuck off. Some dumb fuck wrote, ""Love seeing pics of that nigger dead.""",ethnicity
"FUCK YOU BITCH!! he got 4 more yrs, get used to it! RT @tayyoung_: FUCK OBAMA, dumb ass nigger",ethnicity
"ok, girl, I got you First, wear one of the small pads first then when it comes blood won't come squirting everywhere and you should tell your mom to buy pads for you That's all have fun getting ur period.",ethnicity
Fuck that nigger music and all types of dumb shit. After that the red necks was on all drunk shit trying to fight the "diamond gang" cus,ethnicity
@SLUM_DOGG u calling me a bootlip is like me calling u a whiteboy. Fuck your Nigger dumb! Mmm! more Reach doritos &amp; mt dew. 23 hours left!,ethnicity
no... bitch fuck dyke bitch fuck shit nigger pussy ass blue haired bitch fuck dumb ass nigger again fuck pussy ass,ethnicity
"I am giving out 1k free airtime to the First 10 people that buy airtime from ChipperApp (Download from Playstore or Apple store) if you don't have one, then reply with a screenshot of ur airtime purchase and you will get credited with free 1000 airtime #cashbackforairtime",ethnicity
"Still considering entrenchment of racism in public space in the U.S. as I write. This statement from A Pictorial History of the Negro in America, published 1956, spotlights the depths of the idiocy: ""Some coin-vending machines for soft drinks have ""white"" and ""colored"" slots.""",ethnicity
"“@tayyoung_: FUCK OBAMA, dumb ass nigger” Stupid cunt Number One.",ethnicity
"BAN: lightatenear, Racial Slur, 64 Slot , f8ed2692cbebd4a8ccaa855703cb3382, 65.189.26.218:3659, ""MAN FUCK YOU YOU DUMB ASS NIGGER I JUST ...",ethnicity
http://t.co/VyZeWBzBuF,ethnicity
